0040271921  50.00  57.00  61.60  65.80  69.20  83.50  91.20  88.10  82.40  74.20  63.90  54.20   
0040271922  47.60  50.10  55.40  63.30  75.70  84.70  91.50  87.90  87.80  71.10  57.20  52.20   
0040271923  51.80  55.40  62.90  62.80  75.00  77.10  88.80  87.60  82.50  70.40  64.40  51.80   
0040271924  53.10  62.10  57.70  67.90  80.20  86.20  89.80  88.80  84.40  68.20  61.50  49.40   
0040271925  53.40  57.30  62.60  65.50  74.10  83.20  91.40  86.70  77.80  70.00  59.30  55.30   
0040271926  52.80  57.40  66.30  68.60  76.20  88.20  91.70  89.30  81.20  74.60  65.00  50.90   
0040271927  53.10  54.20  58.60  65.60  74.10  82.60  91.40  87.70  79.30  74.20  61.20  51.00   
0040271928  54.10  57.70  62.60  66.70  78.40  83.30  90.40  89.70  85.20  71.70  60.10  50.90   
0040271929  49.60  53.50  60.40  61.90  76.90  82.30  90.20  91.40  82.30  76.20  67.00  59.00   
0040271930  48.30  60.30  62.00  68.70  69.20  84.90  90.50  88.60  78.60  72.40  63.00  54.10   
0040271931  53.60  56.40  64.30  71.20  79.80  81.30  95.60  91.10  81.10  72.20  56.90  48.60   
0040271932  47.90  52.70  62.50  65.70  73.30  84.20  89.20  89.20  87.30  73.10  66.50  48.20   
0040271933  47.50  51.40  60.30  65.90  67.70  82.00  93.40  90.70  81.80  78.70  66.10  53.30   
0040271934  55.70  58.40  70.60  74.20  78.60  79.80  90.60  90.50  84.90  73.10  60.60  53.60   
0040271935  50.40  55.50  55.40  64.40  73.40  86.60  88.60  90.10  85.60  70.80  58.50  54.40   
0040271936  54.40  53.40  63.80  69.60  77.40  83.80  91.40  90.90  85.10  74.40  65.20  52.30   
0040271937  40.90  51.80  58.70  65.00  77.40  82.70  91.50  91.20  85.20  74.80  62.20  56.50   
0040271938  54.30  52.00  54.40  65.30  75.00  84.00  90.30  89.10  85.20  70.20  59.40  55.40   
0040271939  52.70  50.90  60.70  72.40  76.30  83.90  91.10  91.30  82.70  73.10  65.80  58.10   
0040271940  53.30  54.80  63.10  67.70  78.80  87.90  89.30  90.70  79.80  73.40  59.40  55.60   
0040271941  52.60  55.70  61.30  62.30  74.80  79.80  90.40  85.00  79.80  68.70  62.80  52.00   
0040271942  52.40  53.10  60.50  63.60  71.00  82.50  91.90  89.60  83.10  74.40  61.80  54.40   
0040271943  53.60  58.00  60.50  67.50  76.50  78.70  89.80  87.40  87.30  72.40  63.60  53.20   
0040271944  51.80  51.70  60.50  62.60  74.00  77.00  88.00  89.70  85.60  75.00  55.80  54.60   
0040271945  52.50  55.40  54.90  67.80  71.90  82.00  92.10  88.50  85.00  73.10  58.60  51.40   
0040271946  53.10  53.80  59.40  69.90  74.50  82.50  89.30  90.10  84.10  68.10  56.40  52.90   
0040271947  51.80  59.50  62.90  69.30  79.50  81.20  88.50  86.50  86.80  71.10  57.30  52.00   
0040271948  58.20  53.60  55.50  62.30  71.10  81.00  88.20  87.70  83.60  72.40  60.40  47.90   
0040271949  42.10  49.90  55.80  71.30  73.20  84.70  89.60  86.80  85.60  71.60  68.20  51.80   
0040271950  47.00  57.80  60.00  69.90  75.20  81.80  90.80  90.70  81.40  74.50  64.40  57.40   
0040271951  51.30  54.80  60.70  67.40  74.80  83.50  90.30  88.50  86.40  71.70  59.80  49.40   
0040271952  46.80  54.20  53.20  66.70  77.50  77.90  90.50  89.70  85.60  78.60  58.40  50.00   
0040271953  56.40  58.00  60.70  65.00  67.50  78.30  91.80  86.40  86.30  72.80  61.40  55.10   
0040271954  52.00  60.80  56.50  70.40  78.30  80.50  91.10  85.00  83.00  74.10  62.70  51.00   
0040271955  47.00  53.20  60.80  61.70  73.00  81.90  86.50  90.80  85.00  75.30  59.70  53.00   
0040271956  52.40  51.70  62.40  65.10  73.60  83.80  88.90  86.80  85.80  69.60  64.10  56.50   
0040271957  47.90  57.30  59.80  66.10  70.50  86.40  90.00  87.50  84.00  66.90  57.80  54.20   
0040271958  53.80  56.70  53.80  65.10  78.00  81.30  88.90  91.60  85.20  78.00  62.50  60.90   
0040271959  55.50  53.30  65.40  73.00  72.50  86.30  93.90  88.80  80.60  76.10  66.50  55.90   
0040271960  49.10  53.80  63.50  67.40  73.70  88.80  92.90  89.80  86.40  72.60  58.10  53.40   
0040271961  55.60  58.00  59.10  69.10  71.20  87.50  92.40  89.30  81.30  73.00  59.00  51.00   
0040271962  52.50  52.00  55.50  72.60  70.60  83.40  89.40  89.30  84.60  72.20  63.30  56.20   
0040271963  52.30  62.20  58.30  59.20  73.40  79.00  87.60  87.50  84.40  72.40  58.50  53.40   
0040271964  51.00  57.20  58.00  65.50  71.20  79.80  89.80  88.80  82.20  77.90  55.70  52.90   
0040271965  52.50  57.60  59.60  62.80  72.70  78.10  88.20  87.50  78.80  78.60  59.50  49.40   
0040271966  50.90  52.50  62.00  72.00  78.00  83.20  88.00  91.00  83.50  74.60  60.80  52.20   
0040271967  53.50  58.60  58.50  54.20  74.50  79.40  91.70  93.00  84.20  76.00  64.20  49.40   
0040271968  52.30  59.50  62.20  67.50  74.10  84.90  90.20  84.30  84.20  72.40  59.20  49.30   
0040271969  50.60  49.40  58.70  65.70  77.60  79.10  90.00  92.20  85.40  68.90  63.20  55.10   
0040271970  53.20  59.30  60.80  62.80  77.10  83.50  91.70  90.60  83.60  71.30  60.90  49.00   
0040271971  52.80  56.50  59.80  64.10  69.10  80.70  90.60  90.60  83.10  69.30  59.30  47.40   
0040271972  50.30  58.20  67.50  66.50  76.40  84.10  91.80  88.60  80.10  67.80  55.70  48.00   
0040271973  49.30  54.40  54.30  66.80  78.50  85.90  90.50  88.30  81.90  72.30  56.70  53.60   
0040271974  50.10  56.10  59.30  65.10  75.50  86.20  88.40  88.70  87.30  73.50  60.70  51.30   
0040271975  53.70  53.50  55.70  57.90  74.90  82.60  88.30  87.00  85.50  69.80  59.60  55.90   
0040271976  56.90  56.40  59.40  63.00  77.80  82.90  89.00  83.20  80.20  74.10  65.60  57.60   
0040271977  51.10  61.80  57.10  71.10  65.90  85.60  90.20  89.00  81.00  74.70  63.10  56.20   
0040271978  52.70  55.20  62.30  61.90  75.10  83.60  89.90  88.60  80.00  78.40  58.00  49.40   
0040271979  48.30  53.10  59.40  65.80  76.20  85.50  89.60  86.00  87.60  73.20  59.30  56.90   
0040271980  54.10  58.00  57.80  66.90  70.30  79.70  90.00  87.80  83.20  75.70  64.00  58.30   
0040271981  56.20  58.70  58.80  69.40  74.80  88.20  91.20  91.40  84.60  68.60  61.90  55.60   
0040271982  50.00  57.20  56.20  63.80  75.60  79.30  87.30  88.10  79.60  70.70  56.10  51.30   
0040271983  53.40  55.20  56.70  60.20  74.80  81.40  86.40  86.80  84.20  73.40  57.90  52.80   
0040271984  55.70  57.60  64.30  65.10  79.80  82.20  91.20  89.00  86.50  67.50  56.70  48.80   
0040271985  51.50  57.20  57.80  72.10  75.10  87.60  91.80  88.40  76.80  71.90  55.70  53.30   
0040271986  58.60  58.00  64.80  66.90  76.10  85.80  87.40  91.10  75.80  72.20  64.10  54.10   
0040271987  51.50  56.90  59.40  74.10  76.70  85.80  85.20  89.50  84.80  77.00  59.20  49.10   
0040271988  52.20  61.80  65.20  67.50  73.90  82.20  92.70  89.40  84.70  79.10  59.50  52.70   
0040271989  51.80  53.20  62.50  73.50  74.70  83.70  90.80  86.60  82.40  71.70  65.00  57.40   
0040271990  53.60  53.80  63.50  71.00  73.00  84.00  90.80  87.70  84.10  76.50  62.40  50.00   
0040271991  54.60  64.20  54.10  65.00  70.80  80.10  90.10  87.40  87.00  78.40  63.30  54.00   
0040271992  53.10  58.30  60.70  72.00  80.90  82.50  87.70  91.20  85.70  75.60  60.80  49.30   
0040271993  49.60  52.60  63.50  67.30  75.00  81.90  86.50  87.80  84.90  74.10  60.90  53.40   
0040271994  56.90  53.70  65.20  68.30  73.90  86.10  91.50  91.30  84.30  71.80  52.90  51.10   
0040271995  51.10  62.00  58.50  64.60  69.80  79.70  88.80  90.30  85.90  76.90  68.60  55.60   
0040271996  55.20  58.00  63.50  69.80  75.80  85.40  93.00  92.20  82.80  72.30  61.50  53.90   
0040271997  52.90  57.70  67.70  68.10  81.80  81.80  88.80  89.30  84.30  72.10  61.40  51.70   
0040271998  53.40  51.00  59.90  63.10  65.40  78.00  90.70  92.70  82.30  70.80  58.90  52.80   
0040271999  55.40  55.10  58.60  63.20  74.10  82.30  88.10  87.10  85.60  79.00  64.60  57.00   
0040272000  54.90  56.00  61.70  71.10  77.30  87.00  88.50  89.80  83.60  70.20  57.20  57.70   
0040272001  52.60  52.60  64.30  64.40  83.80  86.30  88.80  91.40  86.10  77.50  61.70  51.20   
0040272002  52.50  60.70  61.00  68.70  75.50  86.50  92.60  90.00  86.00  73.20  64.00  52.90   
0040272003  60.10  56.20  63.00  60.70  75.40  86.10  93.80  89.20  88.00  80.20  56.70  52.80   
0040272004  53.00  53.60  70.20  70.70  77.20  85.20  91.00  89.70  84.50  69.90  57.90  54.10   
0040272005  52.40  56.10  62.20  65.60  74.80  79.90  93.50  91.00  81.70  73.00  64.00  55.50   
0040272006  54.20  60.10  53.70  63.90  78.50  87.80  94.20  89.20  84.80  72.20  62.20  54.70   
0040272007  53.60  57.00  68.00  69.40  78.60  85.90  91.80  91.10  81.50  71.10  65.60  50.70   
0040272008  49.70  56.90  63.10  68.40  75.10  86.70  91.40  91.60  87.30  76.10  64.90  51.70   
0040272009  58.20  55.10  61.40  67.90  80.60  80.70  93.00  90.20  88.40  70.80  63.20  51.30   
0040272010  53.70  56.10  60.90  62.80  69.80  83.20  91.00  88.60  86.00  71.90  59.60  53.80   
0040272011  55.70  54.60  58.90  65.70  70.30  80.50  88.40  90.50  87.20  74.30  58.90  55.00   
0040272012  58.60  58.00  60.40  68.40  78.60  84.30  89.60  92.80  88.30  75.40  63.60  51.80   
0040272013  53.20  57.60  66.50  71.70  77.50  87.20  92.70  89.00  83.10  72.50  63.70  56.20   
0040272014  63.00  60.60  65.30  71.00  78.80  87.10  92.70  89.00  86.20  78.10  64.20  54.60   
0040272015  59.40  65.00  70.20  70.30  73.20  89.10  88.50  91.00  86.20  77.50  59.00  51.70   
0040272016  52.90  64.20  63.70  70.40  74.80  88.30  91.90  91.20  84.20  72.00  63.70  53.00   
0040272017  50.30  55.60  65.10  67.70  77.20  87.30  93.70  92.10  83.10  76.50  63.70  59.70   
0040272018  58.60  59.00  59.70  70.00  75.90  86.60  94.10  91.00  86.10  73.60  64.50  53.90
