1973,49.30,54.40,54.30,66.80,78.50,85.90,90.50,88.30,81.90,72.30,56.70,53.60
1974,50.10,56.10,59.30,65.10,75.50,86.20,88.40,88.70,87.30,73.50,60.70,51.30
1975,53.70,53.50,55.70,57.90,74.90,82.60,88.30,87.00,85.50,69.80,59.60,55.90
1976,56.90,56.40,59.40,63.00,77.80,82.90,89.00,83.20,80.20,74.10,65.60,57.60
1977,51.10,61.80,57.10,71.10,65.90,85.60,90.20,89.00,81.00,74.70,63.10,56.20
1978,52.70,55.20,62.30,61.90,75.10,83.60,89.90,88.60,80.00,78.40,58.00,49.40
1979,48.30,53.10,59.40,65.80,76.20,85.50,89.60,86.00,87.60,73.20,59.30,56.90
1980,54.10,58.00,57.80,66.90,70.30,79.70,90.00,87.80,83.20,75.70,64.00,58.30
1981,56.20,58.70,58.80,69.40,74.80,88.20,91.20,91.40,84.60,68.60,61.90,55.60
1982,50.00,57.20,56.20,63.80,75.60,79.30,87.30,88.10,79.60,70.70,56.10,51.30
1983,53.40,55.20,56.70,60.20,74.80,81.40,86.40,86.80,84.20,73.40,57.90,52.80
1984,55.70,57.60,64.30,65.10,79.80,82.20,91.20,89.00,86.50,67.50,56.70,48.80
1985,51.50,57.20,57.80,72.10,75.10,87.60,91.80,88.40,76.80,71.90,55.70,53.30
1986,58.60,58.00,64.80,66.90,76.10,85.80,87.40,91.10,75.80,72.20,64.10,54.10
1987,51.50,56.90,59.40,74.10,76.70,85.80,85.20,89.50,84.80,77.00,59.20,49.10
1988,52.20,61.80,65.20,67.50,73.90,82.20,92.70,89.40,84.70,79.10,59.50,52.70
1989,51.80,53.20,62.50,73.50,74.70,83.70,90.80,86.60,82.40,71.70,65.00,57.40
1990,53.60,53.80,63.50,71.00,73.00,84.00,90.80,87.70,84.10,76.50,62.40,50.00
1991,54.60,64.20,54.10,65.00,70.80,80.10,90.10,87.40,87.00,78.40,63.30,54.00
1992,53.10,58.30,60.70,72.00,80.90,82.50,87.70,91.20,85.70,75.60,60.80,49.30
1993,49.60,52.60,63.50,67.30,75.00,81.90,86.50,87.80,84.90,74.10,60.90,53.40
1994,56.90,53.70,65.20,68.30,73.90,86.10,91.50,91.30,84.30,71.80,52.90,51.10
1995,51.10,62.00,58.50,64.60,69.80,79.70,88.80,90.30,85.90,76.90,68.60,55.60
1996,55.20,58.00,63.50,69.80,75.80,85.40,93.00,92.20,82.80,72.30,61.50,53.90
1997,52.90,57.70,67.70,68.10,81.80,81.80,88.80,89.30,84.30,72.10,61.40,51.70
1998,53.40,51.00,59.90,63.10,65.40,78.00,90.70,92.70,82.30,70.80,58.90,52.80
1999,55.40,55.10,58.60,63.20,74.10,82.30,88.10,87.10,85.60,79.00,64.60,57.00
2000,54.90,56.00,61.70,71.10,77.30,87.00,88.50,89.80,83.60,70.20,57.20,57.70
2001,52.60,52.60,64.30,64.40,83.80,86.30,88.80,91.40,86.10,77.50,61.70,51.20
2002,52.50,60.70,61.00,68.70,75.50,86.50,92.60,90.00,86.00,73.20,64.00,52.90
2003,60.10,56.20,63.00,60.70,75.40,86.10,93.80,89.20,88.00,80.20,56.70,52.80
2004,53.00,53.60,70.20,70.70,77.20,85.20,91.00,89.70,84.50,69.90,57.90,54.10
2005,52.40,56.10,62.20,65.60,74.80,79.90,93.50,91.00,81.70,73.00,64.00,55.50
2006,54.20,60.10,53.70,63.90,78.50,87.80,94.20,89.20,84.80,72.20,62.20,54.70
2007,53.60,57.00,68.00,69.40,78.60,85.90,91.80,91.10,81.50,71.10,65.60,50.70
2008,49.70,56.90,63.10,68.40,75.10,86.70,91.40,91.60,87.30,76.10,64.90,51.70
2009,58.20,55.10,61.40,67.90,80.60,80.70,93.00,90.20,88.40,70.80,63.20,51.30
2010,53.70,56.10,60.90,62.80,69.80,83.20,91.00,88.60,86.00,71.90,59.60,53.80
2011,55.70,54.60,58.90,65.70,70.30,80.50,88.40,90.50,87.20,74.30,58.90,55.00
2012,58.60,58.00,60.40,68.40,78.60,84.30,89.60,92.80,88.30,75.40,63.60,51.80
2013,53.20,57.60,66.50,71.70,77.50,87.20,92.70,89.00,83.10,72.50,63.70,56.20
2014,63.00,60.60,65.30,71.00,78.80,87.10,92.70,89.00,86.20,78.10,64.20,54.60
2015,59.40,65.00,70.20,70.30,73.20,89.10,88.50,91.00,86.20,77.50,59.00,51.70
2016,52.90,64.20,63.70,70.40,74.80,88.30,91.90,91.20,84.20,72.00,63.70,53.00
2017,50.30,55.60,65.10,67.70,77.20,87.30,93.70,92.10,83.10,76.50,63.70,59.70
2018,58.60,59.00,59.70,70.00,75.90,86.60,94.10,91.00,86.10,73.60,64.50,53
